local_id,local_name,local_slug,supabase_id,supabase_name,supabase_slug,match_method,confidence,local_category,supabase_category,local_equipment,supabase_equipment,local_video_asset,supabase_media_path,status,reason
656,30 Bosu Cable Reverse Crunch,30-bosu-cable-reverse-crunch,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
657,BOSU knee tuck,bosu-knee-tuck,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
658,30 Side Plank On Ball,30-side-plank-on-ball,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
659,Hanging exercise ball leg raise,hanging-exercise-ball-leg-raise,39,Hanging Straight-Leg Raise,hanging-straight-leg-raise,REVIEW,0.50,Abdominals,ABS,Exercise Ball,Weighted,,video/ABS/gif-male/Hanging Leg Raise Straight Leg (Hips) leg raises male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
660,Taylor Exercise Ball Stir-The-Pot,taylor-exercise-ball-stir-the-pot,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
661,FYR2 Air Ball,air-ball,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
662,Feet-elevated plank on ball,feet-elevated-plank-on-ball,,,,UNMATCHED,0.00,Abdominals,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
663,Band Hip Adductions,band-hip-adductions,,,,UNMATCHED,0.00,Adductors,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
664,Lateral Band Walk,lateral-band-walk,,,,UNMATCHED,0.00,Abductors,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
665,FYR2 Standing Banded Leg Abduction,standing-banded-leg-abduction,,,,UNMATCHED,0.00,Abductors,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
666,Iliotibial band SMR,iliotibial-band-smr,,,,UNMATCHED,0.00,Abductors,,Foam Roll,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
667,Adductor SMR,adductor-smr,,,,UNMATCHED,0.00,Adductors,,Foam Roll,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
668,Lying Bent Leg Groin,lying-bent-leg-groin,,,,UNMATCHED,0.00,Adductors,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
669,Lateral box jump,lateral-box-jump,,,,UNMATCHED,0.00,Adductors,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
670,Thigh adductor,thigh-adductor,,,,UNMATCHED,0.00,Adductors,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
671,Thigh abductor,thigh-abductor,,,,UNMATCHED,0.00,Abductors,,Machine,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
672,Standing Hip Circles,standing-hip-circles,574,Standing Hip Extension,standing-hip-extension,REVIEW,0.50,Abductors,full legs,Body Only,Body Only,,video/full legs/gif-female/Standing Hip Extension femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
673,Groiners,groiners,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
674,Fire Hydrant,fire-hydrant,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
675,Windmills,windmills,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
676,Side Leg Raises,side-leg-raise,52,Leg Raise,leg-raise,HIGH_CONFIDENCE,0.67,Adductors,ABS,Body Only,Bodyweight,,video/ABS/videos/leg raises.mp4,HIGH_CONFIDENCE,context-constrained similarity score 0.67
677,Lateral hop,lateral-hop,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
678,Monster Walk,monster-walk,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
679,Side Lying Groin Stretch,side-lying-groin-stretch,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
680,IT Band and Glute Stretch,it-band-and-glute-stretch,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
681,Single-leg lying cross-over stretch,single-leg-lying-cross-over-stretch,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
682,Carioca quick step,carioca-quick-step,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
683,Standing hip circle,standing-hip-circle,574,Standing Hip Extension,standing-hip-extension,REVIEW,0.50,Abductors,full legs,Body Only,Body Only,,video/full legs/gif-female/Standing Hip Extension femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
684,Lateral cone hop,lateral-cone-hop,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
685,Side-To-Side Adductor Stretch,side-to-side-adductor-stretch,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
686,Dynamic pigeon stretch,dynamic-pigeon-stretch,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
687,Cross-over jack,cross-over-jack,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
688,Traveling thigh killa,traveling-thigh-killa,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
689,FYR Thigh Killa,thigh-killa,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
690,HM Straddle Stretch,hm-straddle-stretch,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
691,HM Right Leg Swing,hm-right-leg-swing,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
692,HM Right Side-Kick,hm-right-side-kick,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
693,HM Frog Stretch,hm-frog-stretch,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
694,HM Kick-Out,hm-kick-out,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
695,HM Left Leg Swing,hm-left-leg-swing,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
696,UNS Foam Roll Adductor,uns-foam-roll-adductor,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
697,MetaBurn Groiner,metaburn-groiner,,,,UNMATCHED,0.00,Abductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
698,Side-lying leg adduction scissor,side-lying-leg-adduction-scissor,,,,UNMATCHED,0.00,Adductors,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
699,Groin and Back Stretch,groin-and-back-stretch,,,,UNMATCHED,0.00,Adductors,,None,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
700,Adductor/Groin,adductor-groin,,,,UNMATCHED,0.00,Adductors,,None,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
701,Incline dumbbell biceps curl,incline-dumbbell-biceps-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Bands,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
702,Banded biceps curl in squat position,banded-biceps-curl-in-squat-position,,,,UNMATCHED,0.00,Biceps,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
703,Banded Hammer Press - Gethin Variation,banded-hammer-press,,,,UNMATCHED,0.00,Biceps,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
704,Band standing concentration curl,band-standing-concentration-curl,419,Concentration Curl,concentration-curl,REVIEW,0.50,Biceps,Full Arms,Bands,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/concentration curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
705,Brachialis SMR,brachialis-smr,,,,UNMATCHED,0.00,Biceps,,Foam Roll,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
706,Wide-grip barbell curl,wide-grip-barbell-curl,160,Wide-Grip Barbell Upright Row,wide-grip-barbell-upright-row,REVIEW,0.50,Biceps,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Wide-grip barbell upright row male.gif,CONFLICT,candidate similarity score 0.50; incompatible category
707,EZ-bar spider curl,ez-bar-spider-curl,396,EZ-Bar Bicep Curl,ez-bar-bicep-curl,HIGH_CONFIDENCE,0.60,Biceps,Full Arms,Barbell,EZ Bar,,video/Full Arms/Biceps and Forearm/gif-female/ez-bar-bicep-curl femme.gif,CONFLICT,context-constrained similarity score 0.60; multiple equal-confidence Supabase candidates
708,Barbell Curl,barbell-curl,484,Barbell Curl,barbell-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: barbell curl; local alias equals Supabase slug: barbell curl
709,Close-grip EZ-bar curl,close-grip-ez-bar-curl,491,Wide Grip Ez Bar Curl,wide-grip-ez-bar-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,EZ Bar,,video/Full Arms/Biceps and Forearm/gif-male/wide-grip ez-bar curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
710,Preacher Curl,preacher-curl,388,Machine Preacher Curl,machine-preacher-curl,REVIEW,0.67,Biceps,Full Arms,Barbell,Machine,,video/Full Arms/Biceps and Forearm/gif-male/Machine preacher curl male.gif,CONFLICT,candidate similarity score 0.67; incompatible  equipment
711,Barbell Curls Lying Against An Incline,barbell-curl-lying-against-an-incline,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
712,Seated Close-Grip Concentration Barbell Curl,seated-close-grip-concentration-barbell-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
713,Close-grip barbell curl,close-grip-barbell-curl,87,Close-Grip Barbell Row,close-grip-barbell-row,REVIEW,0.60,Biceps,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Close-grip barbell male.gif,CONFLICT,candidate similarity score 0.60; incompatible category
714,Drag curl,drag-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
715,Reverse-grip barbell curl,reverse-grip-barbell-curl,415,Reverse Curl,reverse-curl,REVIEW,0.50,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-reverse-curl femme.gif,CONFLICT,candidate similarity score 0.50; multiple equal-confidence Supabase candidates
716,Lying High Bench Barbell Curl,lying-high-bench-barbell-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
717,Seated wide-grip curl to close-grip curl,seated-wide-grip-curl-to-close-grip-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
718,Seated Straigh-Bar Curl Superset,seated-straigh-bar-curl-superset,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
719,Dave Draper Forehead Curl,dave-draper-forehead-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
720,Reverse-grip EZ-bar curl,reverse-grip-ez-bar-curl,491,Wide Grip Ez Bar Curl,wide-grip-ez-bar-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,EZ Bar,,video/Full Arms/Biceps and Forearm/gif-male/wide-grip ez-bar curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
721,EZ-Bar Spider Curl - Gethin Variation,ez-bar-spider-curl,396,EZ-Bar Bicep Curl,ez-bar-bicep-curl,HIGH_CONFIDENCE,0.60,Biceps,Full Arms,Barbell,EZ Bar,,video/Full Arms/Biceps and Forearm/gif-female/ez-bar-bicep-curl femme.gif,CONFLICT,context-constrained similarity score 0.60; multiple equal-confidence Supabase candidates
722,Barbell curl-,barbell-curl,484,Barbell Curl,barbell-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name
723,Paul Carter Barbell Curl,paul-carter-barbell-curl,484,Barbell Curl,barbell-curl,REVIEW,0.50,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,REVIEW,candidate similarity score 0.50
724,Standing band biceps curl,standing-band-biceps-curl,,,,UNMATCHED,0.00,Biceps,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
725,Close-Grip EZ-Bar Curl - Gethin Variation,close-grip-ez-bar-curl,491,Wide Grip Ez Bar Curl,wide-grip-ez-bar-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,EZ Bar,,video/Full Arms/Biceps and Forearm/gif-male/wide-grip ez-bar curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
726,Seated Barbell Curl,seated-barbell-curl,484,Barbell Curl,barbell-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
727,AM Standing Barbell Curl,standing-barbell-curl,484,Barbell Curl,barbell-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
728,EZ-bar preacher curl,ez-bar-preacher-curl,441,Ez Bar Preacher Curl,ez-bar-preacher-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-male/ez-bar-preacher-curl male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: ez bar preacher curl; local alias equals Supabase slug: ez bar preacher curl
729,30 Arms Standing Barbell Curl,standing-barbell-curl,484,Barbell Curl,barbell-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/barbell-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
730,30 Arms Incline Biceps Curl,incline-biceps-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.50,Biceps,Full Arms,Barbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
731,"Bicep Curls ""21s""",bicep-curl-21s,428,Diagonal Bicep Curl,diagonal-bicep-curl,REVIEW,0.50,Biceps,Full Arms,Barbell,Bodyweight,,video/Full Arms/Biceps and Forearm/gif-male/Diagonal bicep curl male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
732,Incline Hammer Curls,incline-hammer-curl,418,Dumbbell Incline Hammer Curl,dumbbell-incline-hammer-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-incline-hammer-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
733,Hammer Curls,hammer-curl,414,Hammer Curl,hammer-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Dumbbell,Dumbbell,Hammer Curl.mp4,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-hammer-curl femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: hammer curl; local alias equals Supabase slug: hammer curl; local linked video filename equals Supabase media filename: Hammer Curl.mp4
734,Biceps curl to shoulder press,biceps-curl-to-shoulder-press,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
735,Concentration curl,concentration-curl,419,Concentration Curl,concentration-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/concentration curl femme.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: concentration curl; local alias equals Supabase slug: concentration curl; incompatible category
736,Flexor Incline Dumbbell Curls,flexor-incline-dumbbell-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.74,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.75; incompatible  equipment
737,Dumbbell Bicep Curl,dumbbell-bicep-curl,471,Dumbbell Bicep Curl,dumbbell-bicep-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-bicep-curl male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: dumbbell bicep curl; local alias equals Supabase slug: dumbbell bicep curl
738,Cross-body hammer curl,cross-body-hammer-curl,433,Cross Body Hammer Curl,cross-body-hammer-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/cross-body-hammer-curl femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: cross body hammer curl; local alias equals Supabase slug: cross body hammer curl
739,Dumbbell Alternate Bicep Curl,dumbbell-alternate-bicep-curl,471,Dumbbell Bicep Curl,dumbbell-bicep-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-bicep-curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
740,Single-arm dumbbell preacher curl,single-arm-dumbbell-preacher-curl,424,Single Arm Hammer Preacher Curl,single-arm-hammer-preacher-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/Single-arm hammer preacher curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
741,Alternate Incline Dumbbell Curl,alternate-incline-dumbbell-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.74,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.75; incompatible  equipment
742,Standing concentration curl,standing-concentration-curl,419,Concentration Curl,concentration-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/concentration curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
743,Alternating incline dumbbell biceps curl,alternating-incline-dumbbell-biceps-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.60,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
744,Alternate Hammer Curl,alternate-hammer-curl,414,Hammer Curl,hammer-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-hammer-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
745,Seated dumbbell biceps curl,seated-dumbbell-biceps-curl,407,Dumbbell Seated Zottman Curl,dumbbell-seated-zottman-curl,HIGH_CONFIDENCE,0.60,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-seated-zottman-curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.60
746,Preacher Hammer Dumbbell Curl,preacher-hammer-dumbbell-curl,451,Dumbbell Preacher Curl,dumbbell-preacher-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-preacher-curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
747,Dumbbell preacher curl,dumbbell-preacher-curl,451,Dumbbell Preacher Curl,dumbbell-preacher-curl,EXACT_SLUG,1.00,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-preacher-curl male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: dumbbell preacher curl; local alias equals Supabase slug: dumbbell preacher curl
748,Lying Supine Dumbbell Curl,lying-supine-dumbbell-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
749,Standing Dumbbell Reverse Curl,standing-dumbbell-reverse-curl,390,Standing Dumbbell Curl,standing-dumbbell-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/videos/Standing DB Curl.mp4,HIGH_CONFIDENCE,context-constrained similarity score 0.75
750,Palms-out incline biceps curl,palms-out-incline-biceps-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
751,Straight-arm plank with biceps curl,straight-arm-plank-with-biceps-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
752,Face-down incline dumbbell biceps curl,face-down-incline-dumbbell-biceps-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.50,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
753,Seated Dumbbell Inner Biceps Curl,seated-dumbbell-inner-biceps-curl,407,Dumbbell Seated Zottman Curl,dumbbell-seated-zottman-curl,REVIEW,0.50,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-male/dumbbell-seated-zottman-curl male.gif,REVIEW,candidate similarity score 0.50
754,Standing Inner-Biceps Curl,standing-inner-biceps-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
755,Seated hammer curl,seated-hammer-curl,414,Hammer Curl,hammer-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-hammer-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
756,Paul Carter Incline Dumbbell Biceps Curl,paul-carter-incline-dumbbell-biceps-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.50,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
757,Paul Carter Concentration Curl,paul-carter-concentration-curl,419,Concentration Curl,concentration-curl,REVIEW,0.50,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/concentration curl femme.gif,REVIEW,candidate similarity score 0.50
758,FYR Dumbbell Curl,dumbbell-curl,95,Dumbbell Jefferson Curl,dumbbell-jefferson-curl,REVIEW,0.67,Biceps,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-male/Dumbbell Jefferson Curl male.gif,CONFLICT,candidate similarity score 0.67; incompatible category
759,Dumbbell biceps curl to upright row,dumbbell-biceps-curl-to-upright-row,98,Dumbbell Upright Row,dumbbell-upright-row,REVIEW,0.50,Biceps,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-male/Dumbbell upright row male.gif,REVIEW,candidate similarity score 0.50
760,FYR Dumbbell Hammer Curl,dumbbell-hammer-curl,418,Dumbbell Incline Hammer Curl,dumbbell-incline-hammer-curl,HIGH_CONFIDENCE,0.75,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-incline-hammer-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
761,Dumbbell overhead hold with single-arm curl,dumbbell-overhead-hold-with-single-arm-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
762,FYR Kneeling Biceps,kneeling-biceps,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
763,Lunge hold dumbbell curl,lunge-hold-dumbbell-curl,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
764,FYR Dumbbell Biceps Curl,dumbbell-biceps-curl,95,Dumbbell Jefferson Curl,dumbbell-jefferson-curl,REVIEW,0.50,Biceps,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-male/Dumbbell Jefferson Curl male.gif,CONFLICT,candidate similarity score 0.50; incompatible category
765,Alternating dumbbell snatch,alternating-dumbbell-snatch,,,,UNMATCHED,0.00,Biceps,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
766,TBS Incline Dumbbell Curl,tbs-incline-dumbbell-curl,413,Incline Dumbbell Curl,incline-dumbbell-curl,REVIEW,0.74,Biceps,Full Arms,Dumbbell,Bands,,video/Full Arms/Biceps and Forearm/gif-female/incline-dumbbell-curl femme.gif,CONFLICT,candidate similarity score 0.75; incompatible  equipment
767,TBS Hammer Curl,tbs-hammer-curl,414,Hammer Curl,hammer-curl,HIGH_CONFIDENCE,0.67,Biceps,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-hammer-curl femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
768,Reverse-grip dumbbell curl,reverse-grip-dumbbell-curl,415,Reverse Curl,reverse-curl,REVIEW,0.50,Biceps,Full Arms,Dumbbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-reverse-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
